,Unnamed: 0,isEdited,review,userName,date,rating,title,developerResponse,Location,Star Ratings,Review Text,Review Last Update Date and Time,Star Rating
1116,1116,False,"The new version will need some time to get used to. Unsure if I like the color choices for the background- not too pleasing to the eyes. 

My main issue is the amount of alerts that come through. Previously only one alert for the area you were “on” came up. Now - for Every location an alert comes up. This eats up data & battery as well is extremely annoying to get the alerts one after another. Would like to see this go back to the way it was - 1 alert for current location.",Sell time,2020-07-23 13:24:41,2,Too many alerts,,US,2,"The new version will need some time to get used to. Unsure if I like the color choices for the background- not too pleasing to the eyes. 

My main issue is the amount of alerts that come through. Previously only one alert for the area you were “on” came up. Now - for Every location an alert comes up. This eats up data & battery as well is extremely annoying to get the alerts one after another. Would like to see this go back to the way it was - 1 alert for current location.",2020-07-23 13:24:41,2
1117,1117,False,"I have had this app for over a year and loved it. However they just put out an update and now there are ads everywhere and you have to pay $8.99 annually to remove them. Ridiculous. I won’t even go into how awful the screens are now.  I used to be able to tell very quickly everything I needed for the day and week but not anymore. Will no longer use this app.  I recommend WeatherPup over this. Their free version has ads but there is a one time fee of $4.99 which will removes ads and gives more options.  Goodbye, you messed up a once great app.",bsjeifn,2020-07-23 19:32:35,1,Horrible update. Now hate this app.,,US,1,"I have had this app for over a year and loved it. However they just put out an update and now there are ads everywhere and you have to pay $8.99 annually to remove them. Ridiculous. I won’t even go into how awful the screens are now.  I used to be able to tell very quickly everything I needed for the day and week but not anymore. Will no longer use this app.  I recommend WeatherPup over this. Their free version has ads but there is a one time fee of $4.99 which will removes ads and gives more options.  Goodbye, you messed up a once great app.",2020-07-23 19:32:35,1
1118,1118,False,"After this latest UI update (which is actually fantastic) I will no longer recommend this weather app. While the UI change is great, the primary way most of my friends and I interact with weather apps is through widgets. This new update looks fantastic, but now I am forced to have location always on for the app in order to have any data on the widget screen even when I select a default location in the app. Due to this I will be abandoning the widget and probably soon after the app.",EthanC64,2020-07-22 02:49:08,2,Location always on mandatory for widget,,US,2,"After this latest UI update (which is actually fantastic) I will no longer recommend this weather app. While the UI change is great, the primary way most of my friends and I interact with weather apps is through widgets. This new update looks fantastic, but now I am forced to have location always on for the app in order to have any data on the widget screen even when I select a default location in the app. Due to this I will be abandoning the widget and probably soon after the app.",2020-07-22 02:49:08,2
1119,1119,False,"The new look with the update is meh, the old look was much better and calmer. My biggest concern is that it’s missing the hourly view as little bars for temperature, realfeel, or precipitation. This feature was great for getting a quick visual representation of what to expect next both that day and the next few days.
In addition, the new background blue is visually too strong and the new precipitation circle is not as simplistic and visually pleasing as the old design. I miss the color scheme, lighter blue gradient, and overall clean and calm design of the old Accuweather look.",Izcookie41,2020-07-21 20:46:15,2,Latest update is meh,,US,2,"The new look with the update is meh, the old look was much better and calmer. My biggest concern is that it’s missing the hourly view as little bars for temperature, realfeel, or precipitation. This feature was great for getting a quick visual representation of what to expect next both that day and the next few days.
In addition, the new background blue is visually too strong and the new precipitation circle is not as simplistic and visually pleasing as the old design. I miss the color scheme, lighter blue gradient, and overall clean and calm design of the old Accuweather look.",2020-07-21 20:46:15,2
1120,1120,False,"I have encountered many previous weather apps to help me determine what the upcoming weather forecast is, and I have determined that this app is the BEST that I have ever been able to apply to my daily outdoor work. Thank you so much for allowing me to provide accurate weather to my daily job, and also with my family at home. Words cannot depict how I feel, knowing I have this knowledge at my fingertips.",John46360,2018-05-12 01:50:56,5,Great Weather App,,US,5,"I have encountered many previous weather apps to help me determine what the upcoming weather forecast is, and I have determined that this app is the BEST that I have ever been able to apply to my daily outdoor work. Thank you so much for allowing me to provide accurate weather to my daily job, and also with my family at home. Words cannot depict how I feel, knowing I have this knowledge at my fingertips.",2018-05-12 01:50:56,5
1121,1121,True,"Gave it a second star because I figured out where some of the missing functionality went, but it is harder to do stuff like look at the radar, why do you need to add more steps to something as basic as that?

Still gonna look around at other weather apps, surely there are some who understand what people usually want to do - look at the current radar, check hourly today or tomorrow, or look at the long range forecast. These three things should be as simple as possible.

And don’t take away useful information like the dewpoint.",Ashrhbvdhh,2020-07-09 06:35:51,2,HATE the new version,"{'id': 16498260, 'body': ""Hi Ashrhbvdhh,\n\nThank you for the review. The hourly forecast for the next 3 days can be found on the 'Hourly' tab at the bottom of your device. This will give 72 hours of forecasted hourly data. As for the daily forecast this has been extended out to 45 days and can be found in the 'Daily' tab by toggling to the 'By Month' view. Hope this helps and that you are able to get the weather data you need to stay prepared and safe!"", 'modified': '2020-07-09T06:35:51Z'}",US,2,"Gave it a second star because I figured out where some of the missing functionality went, but it is harder to do stuff like look at the radar, why do you need to add more steps to something as basic as that?

Still gonna look around at other weather apps, surely there are some who understand what people usually want to do - look at the current radar, check hourly today or tomorrow, or look at the long range forecast. These three things should be as simple as possible.

And don’t take away useful information like the dewpoint.",2020-07-09 06:35:51,2
1122,1122,False,This app is far more accurate than Weather channel or Weatherbug and the mom nite to minute section shows the next 120 minutes detail with a option to scan around the circle to investigate all occurring during this time which is totally amazing compared to the other weather apps I’ve tried. Also like the accurate time/weather notifications. Try this! 💙,Silvara777,2018-01-21 14:25:18,5,Accuweather,,US,5,This app is far more accurate than Weather channel or Weatherbug and the mom nite to minute section shows the next 120 minutes detail with a option to scan around the circle to investigate all occurring during this time which is totally amazing compared to the other weather apps I’ve tried. Also like the accurate time/weather notifications. Try this! 💙,2018-01-21 14:25:18,5
1123,1123,True,"The most accurate weather forecasts are now delivered via a beautiful and intuitive UI. Bringing the minute by minute precipitation forecast front and center really places the emphasis on short term weather impacts, but the bottom tab bar navigation makes keeps hourly, daily, and radar just a single tap away. It’s a very clean and compartmentalized experience.",Gragglerock,2022-04-19 20:26:23,5,Best weather app,"{'id': 17002199, 'body': 'Hi Gragglerock! Thank you for your feedback and we are super excited that you are enjoying the new app!\n', 'modified': '2022-04-19T20:26:23Z'}",US,5,"The most accurate weather forecasts are now delivered via a beautiful and intuitive UI. Bringing the minute by minute precipitation forecast front and center really places the emphasis on short term weather impacts, but the bottom tab bar navigation makes keeps hourly, daily, and radar just a single tap away. It’s a very clean and compartmentalized experience.",2022-04-19 20:26:23,5
1124,1124,False,"I like the layout of the app. It is well ordered and easy to comprehend with a quick glance, while still managing to be thoroughly complete. The ads, however, are the most ""Fake Newsy"" of any click-bait on any app that I have Ever Seen; & are occasionally enough to anger me, since I KNOW for certain that their 'headlines'-(Why does a Weather App even need news stories anyway??!!!)-are not merely false. They are lies out of someone's fevered imagination.
So -If you can stand the propaganda-it's a pretty good app. 
For me, the jury's still out, which is why it gets 3, and not 4or5 stars.",Niteyowl,2017-10-08 16:41:27,3,AccuWeather,,US,3,"I like the layout of the app. It is well ordered and easy to comprehend with a quick glance, while still managing to be thoroughly complete. The ads, however, are the most ""Fake Newsy"" of any click-bait on any app that I have Ever Seen; & are occasionally enough to anger me, since I KNOW for certain that their 'headlines'-(Why does a Weather App even need news stories anyway??!!!)-are not merely false. They are lies out of someone's fevered imagination.
So -If you can stand the propaganda-it's a pretty good app. 
For me, the jury's still out, which is why it gets 3, and not 4or5 stars.",2017-10-08 16:41:27,3
1125,1125,False,"Ok, so not always, but this app shows a full screen pop up ad about 95% of the time you use it. You don’t even have to touch the ad banner for the ad, which is a wonderful user-experience killer, not to mention a waste of money for pay for click advertisers. I’d be very upset if I was paying per click when users are not even clicking my ad. Anyway, even pressing the “daily” report button, I 85% of the time get the add which I have to close. Terrible experience but good app otherwise. If you like annoying ads, this app is for you!",Veganscript,2022-05-13 20:08:06,1,Always displays ads when you touch screen,,US,1,"Ok, so not always, but this app shows a full screen pop up ad about 95% of the time you use it. You don’t even have to touch the ad banner for the ad, which is a wonderful user-experience killer, not to mention a waste of money for pay for click advertisers. I’d be very upset if I was paying per click when users are not even clicking my ad. Anyway, even pressing the “daily” report button, I 85% of the time get the add which I have to close. Terrible experience but good app otherwise. If you like annoying ads, this app is for you!",2022-05-13 20:08:06,1
1126,1126,True,"The “minutecast” graphical interface for precipitation in the next hour is nice. Especially the graph of precipitation over the next four hours makes it easy to see when precipitation will occur and how heavy it will be. And the accuracy is very good!! Much more reliable info than other apps I’ve used, or that other people seem to be using.",B.Peffley,2021-07-21 01:28:59,5,Love the new graphical interface,"{'id': 18252633, 'body': 'Thank you for your suggestion regarding the format of our Hourly section, B.Peffley! We will pass this information down to our App Developers. Please watch for future updates in the App Store. ', 'modified': '2021-07-21T01:28:59Z'}",US,5,"The “minutecast” graphical interface for precipitation in the next hour is nice. Especially the graph of precipitation over the next four hours makes it easy to see when precipitation will occur and how heavy it will be. And the accuracy is very good!! Much more reliable info than other apps I’ve used, or that other people seem to be using.",2021-07-21 01:28:59,5
1127,1127,False,"Thank you for reading my feedback. Recently on iPhone 12 the app has lost the ability to open using the location. Every time for at least last 6 weeks I have had to select the current location. I’ve checked and rechecked my settings; powered on/off; removed and reinstalled the app with no success. I just took a trip from home in Mississippi to several locations in Wisconsin and each time I wanted to see what the temp was or the predicted temp/forecast was where I was or was going to, I had to do it manually. This never happened in the past versions.",slohndz,2022-02-21 23:17:18,1,Accuweather Ratings,,US,1,"Thank you for reading my feedback. Recently on iPhone 12 the app has lost the ability to open using the location. Every time for at least last 6 weeks I have had to select the current location. I’ve checked and rechecked my settings; powered on/off; removed and reinstalled the app with no success. I just took a trip from home in Mississippi to several locations in Wisconsin and each time I wanted to see what the temp was or the predicted temp/forecast was where I was or was going to, I had to do it manually. This never happened in the past versions.",2022-02-21 23:17:18,1
1128,1128,False,"Left the weather channel app because of the ads and came here because AccuWeather head no ads. Recently they started with the ads. Time to move on and find another weather app that just has weather.

Here it is February 19, 2022 and I tried the app yet again but it is as bad as ever with all of the pop-up ads. I will stick to the Apple weather and the weather underground app. There are no ads. Checking the weather should not be this time consuming waiting for the opportunity to close an ad. 

Way to make a good app as terrible as the weather channel app.",o0oFatalo0o,2022-02-20 03:53:15,1,Here we go with the ads……,,US,1,"Left the weather channel app because of the ads and came here because AccuWeather head no ads. Recently they started with the ads. Time to move on and find another weather app that just has weather.

Here it is February 19, 2022 and I tried the app yet again but it is as bad as ever with all of the pop-up ads. I will stick to the Apple weather and the weather underground app. There are no ads. Checking the weather should not be this time consuming waiting for the opportunity to close an ad. 

Way to make a good app as terrible as the weather channel app.",2022-02-20 03:53:15,1
1129,1129,False,"I prefer using AccuWeather over other weather apps but am currently shopping for another.  For some reason hourly forecast ihas not been updated for about.a month -maybe longer. It’s stuck on some random “Friday”.  
Update:  seems there was an update released within the last 24hrs and the hourly update is functional again.  Glad to have this feature back",atechsan,2021-01-01 15:18:51,4,Hourly Forecast is stuck on “Friday”,"{'id': 20167190, 'body': 'Thank you for your review and your patience as we fixed the glitch! We are happy to hear that everything seems to be back in working order on the app. If you have any questions or concerns in the future, do not hesitate to reach out to us at support@accuweather.com.', 'modified': '2021-01-04T14:55:21Z'}",US,4,"I prefer using AccuWeather over other weather apps but am currently shopping for another.  For some reason hourly forecast ihas not been updated for about.a month -maybe longer. It’s stuck on some random “Friday”.  
Update:  seems there was an update released within the last 24hrs and the hourly update is functional again.  Glad to have this feature back",2021-01-01 15:18:51,4
1130,1130,False,"I found this app after I got tired of the app I was using pushing a political agenda. Now it seems this app is doing it as well. 

I only want to see weather when I am using this app. There are plenty of other apps for news. While COVID-19 is an important issue, I don’t want it covered in my weather app. Same goes for sports, political issues, and religion. 

As for the weather forecasts, this app is as accurate as the last one.",vinzumo,2020-08-20 12:10:54,4,Lasted for a while,"{'id': 17493553, 'body': 'Thank you for the feedback - Can you email us at support@accuweather.com and give us a little more about what you mean? Glad that our forecasts are serving you well! ', 'modified': '2020-08-25T15:31:29Z'}",US,4,"I found this app after I got tired of the app I was using pushing a political agenda. Now it seems this app is doing it as well. 

I only want to see weather when I am using this app. There are plenty of other apps for news. While COVID-19 is an important issue, I don’t want it covered in my weather app. Same goes for sports, political issues, and religion. 

As for the weather forecasts, this app is as accurate as the last one.",2020-08-20 12:10:54,4
1131,1131,False,"This version is annoying to navigate. The radar is really bad. The window block of “information “ at the top interferes with viewing the map. I quit using it altogether and have a separate radar app. I am not a fan of chart grids. Why can’t you just simplify it. I just need to know temp, windchill and precipitation for each day. A nice monthly chart of daily temps at a glance would be helpful. Still, overall, you still beat out the other available apps.",why a nickname?!?!,2020-10-27 19:57:42,3,Improvements aren’t improvements,"{'id': 18784388, 'body': 'Thanks for your feedback! We will pass your insights down to our developers. If you have any other specific suggestions, please let us know at support@accuweather.com. \r\n', 'modified': '2020-10-29T15:02:21Z'}",US,3,"This version is annoying to navigate. The radar is really bad. The window block of “information “ at the top interferes with viewing the map. I quit using it altogether and have a separate radar app. I am not a fan of chart grids. Why can’t you just simplify it. I just need to know temp, windchill and precipitation for each day. A nice monthly chart of daily temps at a glance would be helpful. Still, overall, you still beat out the other available apps.",2020-10-27 19:57:42,3
1132,1132,True,"This weather app has become useless.  Dull boring hard to read graphics.   Going to get a different app.       This section added after a developer responded telling me to use light dark and black modes.  I was using light when I said the graphics were poor, I tried dark and black and the graphics are even worse. AccuWeather just doesn’t get it that they need to come up with a visually pleasing app.  I haven’t used it since I posted my review until right now and I’m not going to use it again. If I could give it less than one star I would",accuweather is useless,2020-09-24 23:25:16,1,Bring back the old accuweather,"{'id': 18079036, 'body': 'We are sorry to hear that the new interface has made for a difficult transition. Check out our new light, dark, and black modes to see if that helps with the visibility. If there is anything we can do to make the transition easier for you, please do not hesitate to send an email to support@accuweather.com so we can assist you.', 'modified': '2020-09-24T23:25:16Z'}",US,1,"This weather app has become useless.  Dull boring hard to read graphics.   Going to get a different app.       This section added after a developer responded telling me to use light dark and black modes.  I was using light when I said the graphics were poor, I tried dark and black and the graphics are even worse. AccuWeather just doesn’t get it that they need to come up with a visually pleasing app.  I haven’t used it since I posted my review until right now and I’m not going to use it again. If I could give it less than one star I would",2020-09-24 23:25:16,1
1133,1133,False,"The older version  showed when it was going to rain the exact timing it helped a lot! Now it doesn’t . I don’t like the new update. 
I use to rely on your app to start my day ,now it’s inaccurate. 
It’s blue only blue, it was easier before you quickly could see what you needed. It had colors, better graphics. I’m Considering deleting this app soon. 
Hate the new update. Totally hate the new update. Bring back the color and the layout of information. The weather has colors your app doesn’t. Sorry big 👎 thumbs down.",RubiPheonix,2020-09-18 19:54:29,1,The weather has colors this app doesn’t 👎hate the new update.,"{'id': 18080345, 'body': 'We are sorry to hear that the new interface has made for a difficult transition, RubiPheonix. Check out our new light, dark, and black modes to see if that helps with the visibility. If there is anything we can do to make the transition easier for you, please do not hesitate to send an email to support@accuweather.com so we can assist you.', 'modified': '2020-09-24T16:07:45Z'}",US,1,"The older version  showed when it was going to rain the exact timing it helped a lot! Now it doesn’t . I don’t like the new update. 
I use to rely on your app to start my day ,now it’s inaccurate. 
It’s blue only blue, it was easier before you quickly could see what you needed. It had colors, better graphics. I’m Considering deleting this app soon. 
Hate the new update. Totally hate the new update. Bring back the color and the layout of information. The weather has colors your app doesn’t. Sorry big 👎 thumbs down.",2020-09-18 19:54:29,1
1134,1134,False,"New version is more difficult to maneuver, ads slow down loading of pages, and I continue to have difficulty changing my default location for weather forecasts.  The current default is over 20 miles from my location and at a lower altitude, so that conditions usually vary from my actual location.  I used to recommend this app to others and found it quick to use as a weather source, but not any longer.",too many gimics,2020-08-03 14:18:32,3,AccuWeather,,US,3,"New version is more difficult to maneuver, ads slow down loading of pages, and I continue to have difficulty changing my default location for weather forecasts.  The current default is over 20 miles from my location and at a lower altitude, so that conditions usually vary from my actual location.  I used to recommend this app to others and found it quick to use as a weather source, but not any longer.",2020-08-03 14:18:32,3
1135,1135,False,New update makes the app look like you need a meteorological background to read it. Color scheme is awful with everything in blue. The entire background and even some foreground elements the same color! To make it worse all or most of the writing on the blue background is white! Who thought that was a good idea? Now you can’t see on the front page a daily outlook. Such as if it’s going to rain today. You have to navigate to a whole different page for that. This update made me switch to a different app.,CaseyNickles,2020-07-24 13:13:16,2,July update terrible,,US,2,New update makes the app look like you need a meteorological background to read it. Color scheme is awful with everything in blue. The entire background and even some foreground elements the same color! To make it worse all or most of the writing on the blue background is white! Who thought that was a good idea? Now you can’t see on the front page a daily outlook. Such as if it’s going to rain today. You have to navigate to a whole different page for that. This update made me switch to a different app.,2020-07-24 13:13:16,2
1136,1136,False,"The thing I loved the most about AccuWeather which no other weather app has is to be able to see the bar chart for temperature and precipitation. It was so helpful to just take a peak and know at a glance when the rain was going to come.

Now the hourly forecast is a list like all other weather apps and because the lines are so wide you can only see 6 hours at a time. Before with the bar chart, you could see the hourly behavior between days so it was great!

Sigh... hopefully they’ll take their customers’ feedback. I’m sure I’m not the only one who feels this way.",dbmfbc1,2020-07-31 20:07:24,1,Bring back the hourly bar chart!!!! 😭,"{'id': 17149444, 'body': 'Your suggestions are extremely valuable to us and we will share your suggestion with our team. These insights give us an idea of features you love and where we can improve. So please continue to provide any feedback that may help us to improve your experience.\nPlease email us at support@accweather.com', 'modified': '2020-08-07T18:49:44Z'}",US,1,"The thing I loved the most about AccuWeather which no other weather app has is to be able to see the bar chart for temperature and precipitation. It was so helpful to just take a peak and know at a glance when the rain was going to come.

Now the hourly forecast is a list like all other weather apps and because the lines are so wide you can only see 6 hours at a time. Before with the bar chart, you could see the hourly behavior between days so it was great!

Sigh... hopefully they’ll take their customers’ feedback. I’m sure I’m not the only one who feels this way.",2020-07-31 20:07:24,1
1137,1137,False,"This latest upgrade is the perfect example of design aesthetic given priority over usability. Accuweather seems to have a history of this. The previous version took me weeks to figure out how to do simple tasks, now I have no idea how you are suppose to use this thing. Just tell me in a simple way what the temperature and precipitation will be over (by hour) the next 6-12 hours!!!! Come on guys was anyone actually asking the latest design? I gave to imagine people just want a simple way to understand what weather will be? I give up, going to try another app.",Disatisfied98765,2020-07-30 22:28:36,1,Hate the design of new version,,US,1,"This latest upgrade is the perfect example of design aesthetic given priority over usability. Accuweather seems to have a history of this. The previous version took me weeks to figure out how to do simple tasks, now I have no idea how you are suppose to use this thing. Just tell me in a simple way what the temperature and precipitation will be over (by hour) the next 6-12 hours!!!! Come on guys was anyone actually asking the latest design? I gave to imagine people just want a simple way to understand what weather will be? I give up, going to try another app.",2020-07-30 22:28:36,1
1138,1138,False,I really don’t like the redo. I rely on upcoming humidity levels for many things. Not being able to see that at a glance is not helpful and having to tap at least five different times to get from “today” and the humidity level to just the next hour. And then I have to go back and forth to see each hour. Have to tap in and then slide out. Not efficient at all. Not intuitive so you can move quickly. Quite cumbersome. As a premium user this is very disappointing. Makes me sad as I’ve used this app for years and will now be looking for something else.,nachwulf,2020-07-25 01:11:48,1,New format is terrible,,US,1,I really don’t like the redo. I rely on upcoming humidity levels for many things. Not being able to see that at a glance is not helpful and having to tap at least five different times to get from “today” and the humidity level to just the next hour. And then I have to go back and forth to see each hour. Have to tap in and then slide out. Not efficient at all. Not intuitive so you can move quickly. Quite cumbersome. As a premium user this is very disappointing. Makes me sad as I’ve used this app for years and will now be looking for something else.,2020-07-25 01:11:48,1
1139,1139,False,"How could anyone think this new version is an improvement? The first impression of the main page is dull and colorless, and conveys no real information. I liked seeing the background representation of the current weather with a sunny sky, storm clouds, etc. This is boring and difficult to navigate. The page showing the next several days is equally unhelpful. There’s much less information overall and finding what I want is awkward. Ugh! I always thought you provided the most information in an easy to use app and now I have to search for another app.",Roseofyork,2020-07-22 18:05:23,1,Why did you ruin it?,,US,1,"How could anyone think this new version is an improvement? The first impression of the main page is dull and colorless, and conveys no real information. I liked seeing the background representation of the current weather with a sunny sky, storm clouds, etc. This is boring and difficult to navigate. The page showing the next several days is equally unhelpful. There’s much less information overall and finding what I want is awkward. Ugh! I always thought you provided the most information in an easy to use app and now I have to search for another app.",2020-07-22 18:05:23,1
1140,1140,False,"I am a weather geek and I have four weather apps on my phone.  By far, this app stands above them all, even the Weather channels app.  

Easy to read what is coming, follows you as you drive around the city and gives you weather conditions for where you are. 

Easy to read and understand the weather that is now and what is coming up to 25 days ahead.",Hate to get up early,2019-11-13 20:31:22,5,One of the best weather apps out there.,,US,5,"I am a weather geek and I have four weather apps on my phone.  By far, this app stands above them all, even the Weather channels app.  

Easy to read what is coming, follows you as you drive around the city and gives you weather conditions for where you are. 

Easy to read and understand the weather that is now and what is coming up to 25 days ahead.",2019-11-13 20:31:22,5
1141,1141,False,"Perhaps I’ll change my mind over time, but at the moment I really don’t like this app. It’s too difficult to find anything whereas everything was simple and straightforward before. I refer to a weather app multiple times a day since I’m moving around the city quite often. At this time I’ll be looking at another one. I don’t even like the color scheme, but perhaps it’s easy to change, I’ll check. 

Ironically I was just bragging about how great this app was to a couple of people and bam! You changed it. Sigh",Hooked 2,2020-07-22 15:13:12,2,Bring the old app back,,US,2,"Perhaps I’ll change my mind over time, but at the moment I really don’t like this app. It’s too difficult to find anything whereas everything was simple and straightforward before. I refer to a weather app multiple times a day since I’m moving around the city quite often. At this time I’ll be looking at another one. I don’t even like the color scheme, but perhaps it’s easy to change, I’ll check. 

Ironically I was just bragging about how great this app was to a couple of people and bam! You changed it. Sigh",2020-07-22 15:13:12,2
1142,1142,False,"I love this app - however, recently you’ve added streaming video that automatically starts playing when I open the app.  Every time I open the app, the streaming video overrides whatever audio I’m listening to (Apple music, podcasts, Pandora) and forces the audio I’m listening to to stop.  I even have the audio muted on the ad in the AccuWeather app, but it still forces my audio to stop - even though no audio plays from the app.  Please fix it!!!  This issue is making me not want to open the app anymore.",TJP-NYC,2020-03-10 22:47:59,3,Audio issue,,US,3,"I love this app - however, recently you’ve added streaming video that automatically starts playing when I open the app.  Every time I open the app, the streaming video overrides whatever audio I’m listening to (Apple music, podcasts, Pandora) and forces the audio I’m listening to to stop.  I even have the audio muted on the ad in the AccuWeather app, but it still forces my audio to stop - even though no audio plays from the app.  Please fix it!!!  This issue is making me not want to open the app anymore.",2020-03-10 22:47:59,3
1143,1143,False,"I love AccuWeather! I’m disappointed that a recent update causes it to override other apps — if I’m listening to music, a podcast, or any other audio program, opening AccuWeather pauses it. After leaving AccuWeather, I have to manually turn the other app back on to continue listening. 

I’d like to be able to listen to the news and check the weather in the morning at the same time again. Please fix this. Thanks!",nyc-lisrener-under-35,2020-03-06 14:05:47,4,Wish AccuWeather didn’t mute other apps,,US,4,"I love AccuWeather! I’m disappointed that a recent update causes it to override other apps — if I’m listening to music, a podcast, or any other audio program, opening AccuWeather pauses it. After leaving AccuWeather, I have to manually turn the other app back on to continue listening. 

I’d like to be able to listen to the news and check the weather in the morning at the same time again. Please fix this. Thanks!",2020-03-06 14:05:47,4
1144,1144,False,"Great weather reporting service. Tried a few other sites prior to Accuweather and they were very slow to update and maybe not at all if connection is slow. Accuweather updates much faster than other sites I tried and provides all the information I look for.

I paid the extra few dollars for the service with no commercials.",dwpickett,2019-07-14 23:10:56,5,Good reporting and quick to Update,,US,5,"Great weather reporting service. Tried a few other sites prior to Accuweather and they were very slow to update and maybe not at all if connection is slow. Accuweather updates much faster than other sites I tried and provides all the information I look for.

I paid the extra few dollars for the service with no commercials.",2019-07-14 23:10:56,5
1145,1145,False,"I’ve tried many weather apps and have always come back to this one, but recently you have been sending out daily notifications of the weather. I don’t need my phone going off daily to tell me it’s nice outside. I really don’t want to turn off the notifications because I don’t want to miss serious weather alerts. Please either stop with the unnecessary weather alerts or give us the choice to turn off the unnecessary alerts yet keep the warning alerts.",Lacs4,2019-10-13 13:31:04,3,"Love the accuracy of weather, but...",,US,3,"I’ve tried many weather apps and have always come back to this one, but recently you have been sending out daily notifications of the weather. I don’t need my phone going off daily to tell me it’s nice outside. I really don’t want to turn off the notifications because I don’t want to miss serious weather alerts. Please either stop with the unnecessary weather alerts or give us the choice to turn off the unnecessary alerts yet keep the warning alerts.",2019-10-13 13:31:04,3
1146,1146,False,"I’ve tried different ones, big companies, local options, but none as efficient and accurate as this one. I love the minute by minute feature. When you’re outside working, it’s great to know exactly how long until the next round of precipitation. The maps load super fast, and the option to personalize it to your comfort makes it simply a must have. Truly remarkable.",ro.vithe,2018-12-01 15:06:30,5,Best weather app.,,US,5,"I’ve tried different ones, big companies, local options, but none as efficient and accurate as this one. I love the minute by minute feature. When you’re outside working, it’s great to know exactly how long until the next round of precipitation. The maps load super fast, and the option to personalize it to your comfort makes it simply a must have. Truly remarkable.",2018-12-01 15:06:30,5
1147,1147,False,"I have missed important forecasts about snowfall this winter because in the summary for each day it may say “snowfall 1-2” then if you open the pull down menu it may say “total accumulation 5-8”. I think that total accumulation is important information that should be included in the summary, or should be stated as “snowfall “ in the summary so that people aren’t reading it as a complete forecast. 

I almost removed this app because I thought it was providing inaccurate forecasts, but then I realized it is just poorly laid out.",LJSpoden,2019-04-27 13:04:44,3,Confusing Daily/Weekly Summary,,US,3,"I have missed important forecasts about snowfall this winter because in the summary for each day it may say “snowfall 1-2” then if you open the pull down menu it may say “total accumulation 5-8”. I think that total accumulation is important information that should be included in the summary, or should be stated as “snowfall “ in the summary so that people aren’t reading it as a complete forecast. 

I almost removed this app because I thought it was providing inaccurate forecasts, but then I realized it is just poorly laid out.",2019-04-27 13:04:44,3
1148,1148,False,"This latest update is great!!!! It's faster, the scrolling is smoother and everything I need is available right on the home screen! You clearly put a lot of thought into this redesign. Well done! Tutorial no longer needed. 
The only suggestion I have is there's still some extra real estate on the home screen - could we have an option to get 1 or 2 more current conditions displayed? 
5 stars!!!","Indy, but not that one",2017-09-17 11:57:32,5,HUZZAH!,,US,5,"This latest update is great!!!! It's faster, the scrolling is smoother and everything I need is available right on the home screen! You clearly put a lot of thought into this redesign. Well done! Tutorial no longer needed. 
The only suggestion I have is there's still some extra real estate on the home screen - could we have an option to get 1 or 2 more current conditions displayed? 
5 stars!!!",2017-09-17 11:57:32,5
1149,1149,False,"I am always looking at different weather apps in how's of finding something simple, informative, and without the burden of ads between every section. This latest update to AccuWeather seemed promising and upon first glance, it came through. 

The app looks sharp, has pleasant animations, and is packed with information. The only problem is accessing this info!

No matter where you are on the page, a slight swipe to the right or left takes you somewhere entirely different, and sections that look like they can be moved (hourly forecasts) actually don't, but have a 'slider' that in my opinion is just ugly. 

It also opens just about every feature at once making it lag something fierce and difficult to look at/find what you're looking for. 

This app may be perfect for many out there but I find it complicated beyond reason.",GrandpaBen,2018-07-10 21:46:52,3,Nonsense weather app,,US,3,"I am always looking at different weather apps in how's of finding something simple, informative, and without the burden of ads between every section. This latest update to AccuWeather seemed promising and upon first glance, it came through. 

The app looks sharp, has pleasant animations, and is packed with information. The only problem is accessing this info!

No matter where you are on the page, a slight swipe to the right or left takes you somewhere entirely different, and sections that look like they can be moved (hourly forecasts) actually don't, but have a 'slider' that in my opinion is just ugly. 

It also opens just about every feature at once making it lag something fierce and difficult to look at/find what you're looking for. 

This app may be perfect for many out there but I find it complicated beyond reason.",2018-07-10 21:46:52,3
1150,1150,False,"I love using this app, but the dew point is always completely inaccurate. I walk to school some mornings, and when I started using this app, I was very excited about that feature. Day after day, though, the app stated the wrong dew point. I usually bring an extra pair of shoes if it’s dewey, and that feature would be so useful if it worked properly. Overall, awesome app!!! The dew point inaccuracy is a real let down, though",shupkai,2018-04-18 02:48:40,4,"Sleek, accurate, but there is one major problem...",,US,4,"I love using this app, but the dew point is always completely inaccurate. I walk to school some mornings, and when I started using this app, I was very excited about that feature. Day after day, though, the app stated the wrong dew point. I usually bring an extra pair of shoes if it’s dewey, and that feature would be so useful if it worked properly. Overall, awesome app!!! The dew point inaccuracy is a real let down, though",2018-04-18 02:48:40,4
